No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	テーマ	記事の方向性	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
1	＋	リフォームローン	57	14800	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
2	＋	リフォームローン 金利	57	3600	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
3	＋	リフォームローン おすすめ	53	1600	記事	Buy（最適なリフォームローンを選びたい）	比較・検討	比較・解説	比較記事	おすすめ比較	リフォームローン_おすすめ比較		権威構築	補足
4	＋	リフォームローン 控除	30	1000	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン控除	リフォームローンの控除・軽減措置まとめ	権威構築	必須	解説記事
5	＋	リフォームローン シミュレーション	33	1000	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
6	＋	リフォームローン ろうきん	55	720	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
7	＋	リフォームローン 住宅ローン控除	31	210	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン控除	リフォームローンの控除・軽減措置まとめ	権威構築	必須	解説記事
8	＋	リフォームローン 年末調整	48	90	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン_控除・減税		権威構築	補足
9	＋	リフォームローン 楽天	58	480	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
10	＋	リフォームローン金利 安い	33	320	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
11	＋	リフォームローン ja	44	1600	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
12	＋	リフォームローン 金利 安い	33	320	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
13	＋＋	リフォームローン 金利 最安値	53	320	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
14	＋＋	リフォームローン 金利0	28	480	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
15	＋＋	リフォームローン 金利 相場	33	170	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
16	＋＋	リフォームローン 金利 比較	33	110	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
17	＋＋	リフォームローン 金利 ろうきん	56	90	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
18	＋＋	リフォームローン 金利 計算方法	33	30	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
19	＋＋	リフォームローン 金利 ja	29	210	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
20	＋＋	リフォームローン 金利 固定	N/A	10	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
21	＋＋	リフォームローン おすすめ 関西	33	0	削除			解説		検索なし			対象外	不要
22	＋＋	リフォームローン おすすめ 福岡	N/A	0	削除			解説		検索なし			対象外	不要
23	＋＋	リフォームローン おすすめランキング	N/A	0	削除			解説		検索なし			対象外	不要
24	＋＋	リフォームローン おすすめ 北海道	N/A	0	削除			解説		検索なし			対象外	不要
25	＋＋	リフォームローン 金利 おすすめ	56	0	削除			解説		検索なし			対象外	不要
26	＋＋	リフォームローン 固定金利 おすすめ	N/A	0	削除			解説		検索なし			対象外	不要
27	＋＋	リフォームローン 控除 年末調整	51	10	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン控除	リフォームローンの控除・軽減措置まとめ	権威構築	必須	解説記事
28	＋＋	リフォームローン 控除 条件	50	70	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン控除	リフォームローンの控除・軽減措置まとめ	権威構築	必須	解説記事
29	＋＋	リフォームローン 控除 いくら	50	10	記事	Know（リフォームローン控除を理解したい）	計算方法	解説	解説記事	控除・減税	リフォームローン計算	リフォームローンの計算方法・シミュレーション	権威構築	必須	計算ツール
30	＋＋	リフォームローン 控除 外壁	26	10	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン控除	リフォームローンの控除・軽減措置まとめ	権威構築	必須	解説記事
31	＋＋	リフォームローン 控除対象	N/A	10	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン控除	リフォームローンの控除・軽減措置まとめ	権威構築	必須	解説記事
32	＋＋	リフォームローン 控除 必要書類	52	50	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン控除	リフォームローンの控除・軽減措置まとめ	権威構築	必須	解説記事
33	＋＋	リフォームローン 控除 確定申告	52	90	記事	Know（リフォームローン控除を理解したい）	確定申告	解説	解説記事	控除・減税	リフォームローン申告	リフォームローンの確定申告・届出の方法と必要書類	権威構築	必須	解説記事
34	＋＋	リフォームローン 控除 シミュレーション	33	140	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
35	＋＋	リフォームローン シミュレーション 20年	33	30	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
36	＋＋	リフォームローン シミュレーション ジャックス	51	0	削除			解説		検索なし			対象外	不要
37	＋＋	リフォームローン シミュレーション ろうきん	53	30	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
38	＋＋	リフォームローン シミュレーションja	33	0	削除			解説		検索なし			対象外	不要
39	＋＋	リフォームローン シミュレーション オリコ	48	0	削除			解説		検索なし			対象外	不要
40	＋＋	リフォームローン シミュレーション イオン	55	0	削除			解説		検索なし			対象外	不要
41	＋＋	リフォームローン シミュレーション sbi	N/A	0	削除			解説		検索なし			対象外	不要
42	＋＋	アプラス リフォームローン シミュレーション	56	170	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
43	＋＋	千葉銀行 リフォームローン シミュレーション	56	30	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
44	＋＋	リフォームローン ろうきん 金利	N/A	0	削除			解説		検索なし			対象外	不要
45	＋＋	リフォームローン(ろうきん)	N/A	N/A	削除			解説		検索なし			対象外	不要
46	＋＋	労金 リフォームローン シュミレーション	33	210	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
47	＋＋	労金 リフォームローン 審査 期間	N/A	30	記事	Know（審査条件を知りたい）	融資・ローン	解説	解説記事	審査	リフォームローン_審査		権威構築	補足
48	＋＋	ろうきん リフォームローン 審査	52	70	記事	Know（審査条件を知りたい）	融資・ローン	解説	解説記事	審査	リフォームローン_審査		権威構築	補足
49	＋＋	ろうきん リフォームローン 必要書類	N/A	40	記事	Do（リフォームローンの申告をしたい）	確定申告	解説	ハウツー記事	申告・届出	リフォームローン_申告・届出	リフォームローンの確定申告・届出の方法と必要書類	権威構築	必須	解説記事
50	＋＋	ろうきん リフォームローン 仮審査	N/A	30	記事	Know（審査条件を知りたい）	融資・ローン	解説	解説記事	審査	リフォームローン_審査		権威構築	補足
51	＋＋	東北 ろうきん リフォームローン	N/A	70	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
52	＋＋	新潟 ろうきん リフォームローン	N/A	30	削除			解説		地域KW			対象外	不要
53	＋＋	リフォームローン 住宅ローン控除 条件	48	0	削除			解説		検索なし			対象外	不要
54	＋＋	リフォームローン 年末調整 書き方	N/A	10	記事	Know（リフォームローン控除を理解したい）	控除・特例	解説	解説記事	控除・減税	リフォームローン_控除・減税		権威構築	補足
55	＋＋	リフォームローン 年末調整 書類	N/A	0	削除			解説		検索なし			対象外	不要
56	＋＋	リフォームローン 楽天銀行	60	390	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
57	＋＋	リフォームローン 楽天 金利	57	320	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
58	＋＋	楽天銀行 リフォームローン 金利	N/A	90	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
59	＋＋	楽天カード リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
60	＋＋	リフォームローン ジャックス	45	590	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
61	＋＋	リフォームローン ja 金利	N/A	20	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
62	＋＋	リフォームローン ジャックス 金利	41	320	記事	Know（リフォームローンの金利を比較したい）	比較・検討	比較・解説	ガイド記事	金利比較	リフォームローン_金利比較		権威構築	補足
63	＋＋	リフォームローン jaバンク	N/A	170	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
64	＋＋	ジャクス リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
65	＋＋	ジャックス リフォームローン シュミレーション	54	480	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
66	＋＋	ジャックス リフォームローン 審査 厳しい	33	70	記事	Know（審査条件を知りたい）	融資・ローン	解説	解説記事	審査	リフォームローン_審査		権威構築	補足
67	＋＋	ja リフォームローン シミュレーション	N/A	210	計算ページ	Do（リフォームローンをシミュレーションしたい）	計算方法	実務ガイド	計算ツール		リフォームローン計算	リフォームローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
68	＋＋	ja リフォームローン 必要書類	N/A	70	記事	Do（リフォームローンの申告をしたい）	確定申告	解説	ハウツー記事	申告・届出	リフォームローン_申告・届出	リフォームローンの確定申告・届出の方法と必要書類	権威構築	必須	解説記事
69	＋α	リフォームローン 2 000万	33	210	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
70	＋α	リフォームローン 3 000万	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
71	＋α	リフォームローン 1 000万円以上	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
72	＋α	リフォームローン 1 000万円 月々	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
73	＋α	1 000万 リフォームローン 月々	33	110	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
74	＋α	リフォームローン 1000万円	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
75	＋α	リフォームローン 1500万円	N/A	40	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
76	＋α	リフォームローン 15年	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
77	＋α	リフォームローン 10年	N/A	0	削除			解説		検索なし			対象外	不要
78	＋α	リフォームローン 100万円	N/A	0	削除			解説		検索なし			対象外	不要
79	＋α	リフォームローン 150万	N/A	10	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
80	＋α	リフォームローン 1000万円 月々	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
81	＋α	リフォームローン 1000万円以上	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
82	＋α	リフォームローン 20年	N/A	50	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
83	＋α	リフォームローン 25年	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
84	＋α	リフォームローン 200万	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
85	＋α	リフォームローン 2社	N/A	0	削除			解説		検索なし			対象外	不要
86	＋α	リフォームローン 200万 月々	N/A	0	削除			解説		検索なし			対象外	不要
87	＋α	リフォームローン 35年	N/A	50	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
88	＋α	リフォームローン 300万	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
89	＋α	リフォームローン 30年	N/A	10	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
90	＋α	リフォームローン 3000万	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
91	＋α	リフォームローン 3500万円	N/A	0	削除			解説		検索なし			対象外	不要
92	＋α	リフォームローン 30万	N/A	0	削除			解説		検索なし			対象外	不要
93	＋α	300万 リフォームローン 月々	N/A	70	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
94	＋α	300万 リフォームローン 月々 いくら	N/A	70	記事	Know（リフォームローンの金額・相場を知りたい）	計算方法	データ一覧	ガイド記事	相場ガイド	リフォームローン計算	リフォームローンの計算方法・シミュレーション	権威構築	必須	計算ツール
95	＋α	33銀行 リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
96	＋α	350万 リフォームローン 月々	N/A	0	削除			解説		検索なし			対象外	不要
97	＋α	リフォームローン 400万	N/A	10	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
98	＋α	リフォームローン 4000万	N/A	0	削除			解説		検索なし			対象外	不要
99	＋α	リフォームローン 40年	N/A	0	削除			解説		検索なし			対象外	不要
100	＋α	400万 リフォームローン 月々	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
101	＋α	40代 リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
102	＋α	45歳 リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
103	＋α	リフォームローン 500万	N/A	40	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
104	＋α	リフォームローン 50代	N/A	0	削除			解説		検索なし			対象外	不要
105	＋α	リフォームローン 500万 金利	N/A	0	削除			解説		検索なし			対象外	不要
106	＋α	リフォームローン 50万	N/A	0	削除			解説		検索なし			対象外	不要
107	＋α	リフォームローン 55歳	N/A	0	削除			解説		検索なし			対象外	不要
108	＋α	リフォームローン 5年	N/A	0	削除			解説		検索なし			対象外	不要
109	＋α	リフォームローン 50歳	N/A	0	削除			解説		検索なし			対象外	不要
110	＋α	リフォームローン 5年ルール	N/A	0	削除			解説		検索なし			対象外	不要
111	＋α	500万 リフォームローン 月々	56	210	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
112	＋α	1 500万 リフォームローン 月々	N/A	40	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
113	＋α	リフォームローン 65歳以上	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
114	＋α	リフォームローン 60歳以上	N/A	40	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
115	＋α	リフォームローン 60歳	46	40	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
116	＋α	リフォームローン 600万	N/A	10	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
117	＋α	リフォームローン 65歳	N/A	10	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
118	＋α	60 代 リフォームローン	48	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
119	＋α	600万 リフォームローン 月々	N/A	0	削除			解説		検索なし			対象外	不要
120	＋α	66歳 リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
121	＋α	68歳 リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
122	＋α	リフォームローン 70歳以上	50	50	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
123	＋α	リフォームローン 77銀行	N/A	0	削除			解説		検索なし			対象外	不要
124	＋α	リフォームローン 700万	N/A	0	削除			解説		検索なし			対象外	不要
125	＋α	700万 リフォームローン 月々	N/A	30	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
126	＋α	70代 リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
127	＋α	リフォームローン 800万	N/A	0	削除			解説		検索なし			対象外	不要
128	＋α	リフォームローン 80歳	47	10	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
129	＋α	リフォームローン 82	N/A	0	削除			解説		検索なし			対象外	不要
130	＋α	82銀行 リフォームローン	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
131	＋α	800万 リフォームローン 月々	N/A	0	削除			解説		検索なし			対象外	不要
132	＋α	800万 リフォームローン 月々 いくら	N/A	0	削除			解説		検索なし			対象外	不要
133	＋α	80歳以上 リフォームローン	N/A	0	削除			解説		検索なし			対象外	不要
134	＋α	リフォームローン 足利銀行	N/A	260	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
135	＋α	リフォームローン アプラス	45	260	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
136	＋α	リフォームローン au	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
137	＋α	リフォームローン 秋田銀行	N/A	90	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
138	＋α	リフォームローン 愛知銀行	N/A	0	削除			解説		検索なし			対象外	不要
139	＋α	リフォームローン アパート	33	110	記事	Know（不動産でのリフォームローンを知りたい）	その他	解説	解説記事	不動産特化	リフォームローン_不動産特化	リフォームローンと不動産投資の関係を解説	権威構築	必須	解説記事
140	＋α	リフォームローン アルバイト	N/A	20	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
141	＋α	リフォームローン 秋田	N/A	0	削除			解説		検索なし			対象外	不要
142	＋α	リフォームローン 阿波銀行	N/A	0	削除			解説		検索なし			対象外	不要
143	＋α	リフォームローン 余ったら	N/A	10	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
144	＋α	リフォームローン イオン銀行	58	720	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
145	＋α	リフォームローン イオン	52	320	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
146	＋α	リフォームローン いくらまで	N/A	50	記事	Know（リフォームローンの金額・相場を知りたい）	計算方法	データ一覧	ガイド記事	相場ガイド	リフォームローン計算	リフォームローンの計算方法・シミュレーション	権威構築	必須	計算ツール
147	＋α	リフォームローン 伊予銀行	55	140	記事	Do（リフォームローンの書式を確認したい）	書類・手続き	解説	ハウツー記事	書式	リフォームローン_書式		権威構築	補足
